suburb_name,NH_geometry,f0_
Erriba,"LINESTRING(146.130791635058 -41.4339680193361, 146.130791635075 -41.4334196569673, 146.130791635092 -41.4328712945985)",POINT(146.130791635075 -41.4334196569673)
Mole Creek,"LINESTRING(146.367836290017 -41.5542016442328, 146.384694962512 -41.5542028753776, 146.401553635006 -41.5542016441999)",POINT(146.384694962512 -41.5542028753776)
Natone,"POLYGON((145.938613519966 -41.1500321114117, 145.934587559993 -41.150032111417, 145.930561595021 -41.1500321113714, 145.926535629918 -41.1500321114215, 145.92653562995 -41.1560562763822, 145.930561594988 -41.1560562763715, 145.938613519966 -41.1500321114117))",POINT(145.93089722505 -41.152542194903)
South Arm (Tas.),"LINESTRING(147.416813690023 -43.0207980891382, 147.419312917928 -43.0244111163116, 147.421812440027 -43.0280240891003)",POINT(147.419312917928 -43.0244111163116)
Meander,"LINESTRING(146.611095375014 -41.6400639756435, 146.616649500005 -41.6400641093224, 146.622203624996 -41.6400639756485)",POINT(146.616649500005 -41.6400641093224)
Mount Direction,"POLYGON((147.023092874985 -41.2537449434074, 147.023092874994 -41.2067356939251, 147.023092874995 -41.1910659440802, 147.023092874974 -41.175396194227, 147.023092874985 -41.2537449434074))",POINT(147.042322559383 -41.207272217573)
Granton,"LINESTRING(147.240335905004 -42.7688931699604, 147.24033590501 -42.7645818448392, 147.240335905022 -42.7602705199905)",POINT(147.240335905012 -42.7645818449754)
Woolnorth,POINT(144.828017450011 -40.780958458218),POINT(144.828017450011 -40.780958458218)
Petcheys Bay,"POLYGON((147.02203090996 -43.1980421465565, 147.027356970075 -43.1797038965054, 147.022030909949 -43.179703896527, 147.016704844988 -43.1797038965189, 147.011378779983 -43.1797038965265, 146.995400590033 -43.1823236464878, 146.990074529983 -43.184943396533, 147.016704844987 -43.1980421464281, 147.02203090996 -43.1980421465565))",POINT(147.012029231548 -43.1872869370965)
Pipers River,"POLYGON((147.111095750003 -41.1569280955771, 147.09897365 -41.1569280955758, 147.074729449978 -41.1569280955786, 147.062607349986 -41.1569280955837, 147.111095750003 -41.1569280955771))",POINT(147.086851548918 -41.1569298267071)
Plenty (Tas.),"POLYGON((146.972730506635 -42.7522909438276, 146.972730510638 -42.7522506753357, 146.97267250122 -42.7521903080653, 146.972643499391 -42.7521701926452, 146.972585497518 -42.7521500569731, 146.972527490743 -42.7521500583592, 146.972527489119 -42.7521903151698, 146.972556496744 -42.7522305698095, 146.972585504599 -42.7522708151984, 146.972614499995 -42.7522909409066, 146.972643501741 -42.7522909421136, 146.972730506635 -42.7522909438276))",POINT(146.972626366515 -42.7522244654205)
Legerwood,"POLYGON((147.693074500388 -41.2292116797283, 147.69419250026 -41.2166903297548, 147.694192500341 -41.2146034398531, 147.693633500352 -41.214603439881, 147.693074499938 -41.2146034398409, 147.692515499863 -41.214603439844, 147.690279500011 -41.2208641148578, 147.692515499402 -41.2292116798079, 147.693074500388 -41.2292116797283))",POINT(147.6924930392 -41.2210918965076)
Dowsing Point,POINT(147.301437500088 -42.8211531268355),POINT(147.301437500088 -42.8211531268355)
Opossum Bay,"POLYGON((147.41564537509 -42.9853858051236, 147.405199124974 -42.9907090552146, 147.403109874976 -42.9933706801883, 147.405199124996 -42.9960323101237, 147.41564537509 -42.9853858051236))",POINT(147.407985143506 -42.991152712137)
Underwood (Tas.),"POLYGON((147.209861385011 -41.2955112500178, 147.209861385033 -41.2875728600578, 147.184792744959 -41.2955112500338, 147.209861385011 -41.2955112500178))",POINT(147.201505510641 -41.2928657243903)
Huntingfield,POINT(147.287632669852 -42.9909553477299),POINT(147.287632669852 -42.9909553477299)
South Bruny,POINT(147.295996875004 -43.5197402247768),POINT(147.295996875004 -43.5197402247768)
Gunns Plains,POINT(146.087511189986 -41.2512183041124),POINT(146.087511189986 -41.2512183041124)
Milabena,"POLYGON((145.524143214495 -41.0244016948652, 145.52414321469 -41.0242097826713, 145.524143214767 -41.0240178644898, 145.524143214672 -41.0238259562599, 145.523507240001 -41.0238259577699, 145.519691384851 -41.0249774342487, 145.519691384769 -41.0251693463249, 145.524143214495 -41.0244016948652))",POINT(145.522316358659 -41.0244600391106)
East Launceston,"POLYGON((147.151353700003 -41.4397226240869, 147.151353700043 -41.4377553740555, 147.151353699975 -41.4357881242703, 147.149391100051 -41.4338208742722, 147.147428500007 -41.4357881243074, 147.147428499971 -41.4377553740615, 147.14742850008 -41.4416898744731, 147.14939110003 -41.4416898744078, 147.151353700003 -41.4397226240869))",POINT(147.149290463718 -41.4380075426812)
Dromedary (Tas.),"LINESTRING(147.132024125018 -42.759522473545, 147.144520007205 -42.7421171524209, 147.157008875049 -42.7247104736491)",POINT(147.144520007205 -42.7421171524209)
Bonnet Hill,"POLYGON((147.336342565012 -42.9697039428001, 147.329869685056 -42.9651055628774, 147.325554434953 -42.969703942812, 147.325554434934 -42.9720031329615, 147.332027314925 -42.9720031329316, 147.336342565012 -42.9697039428001))",POINT(147.330309203121 -42.9693207833153)
Melrose (Tas.),POINT(146.290234875043 -41.2404107914543),POINT(146.290234875043 -41.2404107914543)
Staverton,"LINESTRING(146.179256725082 -41.4545629124976, 146.17851165012 -41.4545629149116, 146.177766575157 -41.4545629125181)",POINT(146.17851165012 -41.4545629149116)
Kingston (Tas.),POINT(147.306220250009 -42.9785840739705),POINT(147.306220250009 -42.9785840739705)
Crabtree,"LINESTRING(147.061655155079 -42.9236024862764, 147.06907080993 -42.9397070157021, 147.076490344959 -42.9558110662228)",POINT(147.06907080993 -42.9397070157021)
Murdunna,"LINESTRING(147.830096875006 -42.9634295442214, 147.839418529548 -42.9566326173365, 147.848738124951 -42.9498349342601)",POINT(147.839418529548 -42.9566326173365)
Lillico (Tas.),"POLYGON((146.307431789885 -41.1656551366005, 146.30743178998 -41.164164435123, 146.307431789965 -41.1634190865911, 146.307431789929 -41.1626737356455, 146.304173765102 -41.1604376857943, 146.300915740005 -41.16043768605, 146.297657714966 -41.1604376856427, 146.294399685001 -41.1604376858358, 146.284625609905 -41.161183035227, 146.284625609913 -41.1619283857997, 146.284625609957 -41.1626737354825, 146.297657714959 -41.1656551360895, 146.307431789885 -41.1656551366005))",POINT(146.29742896599 -41.1628733348219)
Cuprona,"LINESTRING(145.969075784897 -41.1362690964642, 145.969075784933 -41.1389127214843, 145.96907578497 -41.1415563465044)",POINT(145.969075784933 -41.1389127214843)
Gretna,"POLYGON((146.962206805016 -42.6540332593434, 146.931034009991 -42.6497124243307, 146.936229474943 -42.6799582842878, 146.962206805016 -42.6540332593434))",POINT(146.943157445416 -42.6612354647307)
Acton (Tas.),"POLYGON((145.892765660141 -41.0735137428237, 145.894370139875 -41.0694821626383, 145.892765660013 -41.0694821626, 145.891161185269 -41.0694821623868, 145.891161185096 -41.0714979527351, 145.892765660141 -41.0735137428237))",POINT(145.892551740494 -41.0709604060085)
Highclere,POINT(145.813114459878 -41.1765901227406),POINT(145.813114459878 -41.1765901227406)
Seven Mile Beach,"POLYGON((147.506678244983 -42.8593629776763, 147.506678245001 -42.8549995626746, 147.501137829934 -42.8549995625884, 147.501137829946 -42.8593629777668, 147.506678244983 -42.8593629776763))",POINT(147.50390803759 -42.8571812779794)
Hastings (Tas.),"POLYGON((146.941823815174 -43.4319790652962, 146.941823815102 -43.4307771905368, 146.940341439881 -43.4295753105112, 146.938859059902 -43.4283734352194, 146.937376684834 -43.4271715604836, 146.93589431011 -43.4259696852851, 146.934411934913 -43.4247678105882, 146.932929560133 -43.4235659355376, 146.931447185109 -43.4235659356526, 146.931447185154 -43.4247678104531, 146.94034144007 -43.4319790655434, 146.941823815174 -43.4319790652962))",POINT(146.936635239876 -43.4277724976938)
Harford,"LINESTRING(146.556931799965 -41.2476332769773, 146.572909193287 -41.2434590212473, 146.588884545024 -41.2392825572113)",POINT(146.572909193287 -41.2434590212473)
Rosevears,"POLYGON((146.98886584003 -41.3270947708957, 146.98886584004 -41.3198397709867, 146.982955279989 -41.319839771027, 146.982955279975 -41.3234672709777, 146.98886584003 -41.3270947708957))",POINT(146.986238895946 -41.3226611672181)
Risdon Vale,"POLYGON((147.354234184992 -42.8148712550645, 147.354234185004 -42.8108197549971, 147.349241559941 -42.8108197549857, 147.354234184992 -42.8148712550645))",POINT(147.352569940419 -42.8121702790501)
Wynyard,POINT(145.724658149985 -40.9872592660807),POINT(145.724658149985 -40.9872592660807)
Lutana,POINT(147.31090537995 -42.8409622443372),POINT(147.31090537995 -42.8409622443372)
Perth (Tas.),"POLYGON((147.180130225014 -41.5784034719632, 147.180130225002 -41.5625093970941, 147.166109175005 -41.5625093971056, 147.166109174994 -41.5784034719512, 147.180130225014 -41.5784034719632))",POINT(147.17311969998 -41.5704563215476)
Blessington,"POLYGON((147.445065345944 -41.516059212121, 147.444773061866 -41.4582238122885, 147.444724355269 -41.4582238122943, 147.444967911954 -41.5160592121118, 147.445065345944 -41.516059212121))",POINT(147.444897489677 -41.4903516796727)
Risdon,POINT(147.335555645005 -42.8150184975807),POINT(147.335555645005 -42.8150184975807)
Buckland (Tas.),POINT(147.711874999997 -42.6062906981793),POINT(147.711874999997 -42.6062906981793)
Richmond (Tas.),"LINESTRING(147.429954375016 -42.7332329446557, 147.437417499998 -42.7332331869266, 147.444880624981 -42.7332329446594)",POINT(147.437417499998 -42.7332331869266)
Windermere (Tas.),"POLYGON((147.034895414984 -41.3168539018166, 147.01688511001 -41.3146682426364, 147.012382535051 -41.3146682415072, 147.007879960006 -41.3146682422255, 147.003377384933 -41.3149804777748, 147.003377384974 -41.3156049517041, 147.00337738503 -41.3159171916925, 147.034895414984 -41.3168539018166))",POINT(147.016041625005 -41.3156533649057)
Deviot,"POLYGON((146.93209539011 -41.232226873201, 146.929617469915 -41.2296551232282, 146.927139550124 -41.2270833730468, 146.917227880067 -41.2219398730365, 146.917227880038 -41.2245116233276, 146.93209539011 -41.232226873201))",POINT(146.923505240755 -41.2265693484782)
Miandetta (Tas.),"POLYGON((146.359302249969 -41.1935724132487, 146.359302249877 -41.1921294472108, 146.356191750053 -41.1921294471895, 146.353081249998 -41.1921294471696, 146.34997074996 -41.1935724132445, 146.34686025006 -41.1950153776607, 146.356191750016 -41.1964583379478, 146.359302249969 -41.1935724132487))",POINT(146.35411807677 -41.194117584636)
Robigana,"LINESTRING(146.952754509847 -41.2627262058403, 146.951975299898 -41.2627262084789, 146.951196089949 -41.262726205864)",POINT(146.951975299898 -41.2627262084789)
Beechford,"POLYGON((146.957190625153 -41.031122816286, 146.957190625176 -41.0304046915984, 146.957190625109 -41.0296865663258, 146.952994374973 -41.0282503110067, 146.948798125134 -41.0268140611507, 146.947399374908 -41.0268140609994, 146.947399374845 -41.0275321868999, 146.947399374922 -41.0289684365719, 146.948798125289 -41.0311228163515, 146.950196874826 -41.031840941653, 146.952994375011 -41.0318409417828, 146.957190625153 -41.031122816286))",POINT(146.951739042969 -41.0296460712322)
Lower Marshes,"POLYGON((147.166559064786 -42.3072556265717, 147.166559064742 -42.3070493755482, 147.160979435005 -42.3069118697416, 147.155399810007 -42.3067743795912, 147.153539934922 -42.3067743793873, 147.153539934983 -42.3068431322256, 147.164699189965 -42.307255626978, 147.166559064786 -42.3072556265717))",POINT(147.160929730387 -42.3070114631205)
Clarendon Vale,"POLYGON((147.454856875074 -42.8871966309089, 147.440625624976 -42.8886727807888, 147.443471874996 -42.8916250806736, 147.446318125011 -42.8931012311576, 147.454856875074 -42.8871966309089))",POINT(147.447056153625 -42.8897390217287)
Chigwell,"POLYGON((147.244307749977 -42.8105789121777, 147.244307749765 -42.8062847571458, 147.242548250156 -42.8084318369931, 147.24254825017 -42.8105789121601, 147.244307749977 -42.8105789121777))",POINT(147.243525755382 -42.8089089557134)
Ravenswood (Tas.),"POLYGON((147.17558908008 -41.4194289107865, 147.172124820051 -41.4157544455768, 147.172124820036 -41.419428910783, 147.17558908008 -41.4194289107865))",POINT(147.173279551646 -41.4182041004423)
Camdale,"POLYGON((145.843418750136 -41.0415005460877, 145.841571750124 -41.0410609103322, 145.841571750179 -41.0415005465108, 145.843418750136 -41.0415005460877))",POINT(145.842187415832 -41.0413540052229)
Deddington,POINT(147.360742185 -41.607212682892),POINT(147.360742185 -41.607212682892)
Table Cape,"LINESTRING(145.69698597003 -40.9458150786905, 145.689964447247 -40.9429668164143, 145.682943530115 -40.9401181282428)",POINT(145.689964447247 -40.9429668164143)
South Springfield,"POLYGON((147.503230274175 -41.2631601747035, 147.50333084837 -41.2629229183306, 147.503350921274 -41.2628754791593, 147.503350933756 -41.262828021361, 147.503330846099 -41.2628280226925, 147.503290602347 -41.2629229208959, 147.503270486381 -41.2629703746955, 147.503250376217 -41.2630178263388, 147.503210159688 -41.26311272673, 147.503210157271 -41.2631601752806, 147.503230274175 -41.2631601747035))",POINT(147.503280549855 -41.2629941184755)
Oakdowns,"POLYGON((147.457010615039 -42.9038985652254, 147.454024460101 -42.9000784354296, 147.451038310039 -42.9013518099128, 147.451038310038 -42.9026251902783, 147.455517540109 -42.9038985651446, 147.457010615039 -42.9038985652254))",POINT(147.453756436939 -42.9021680883911)
Elizabeth Town,"POLYGON((146.581568764991 -41.4756423891014, 146.534911065017 -41.4047873897081, 146.558239909982 -41.4614713892283, 146.569904335017 -41.4756423891043, 146.581568764991 -41.4756423891014))",POINT(146.559898899313 -41.4506770449724)
Dynnyrne,"POLYGON((147.318028249883 -42.9010062853816, 147.315045750074 -42.898373060261, 147.312063249998 -42.89837306031, 147.315045750131 -42.9010062853885, 147.318028249883 -42.9010062853816))",POINT(147.315045707691 -42.8996896763646)
Coles Bay,POINT(148.286634549996 -42.1274096145394),POINT(148.286634549996 -42.1274096145394)
Kempton,"POLYGON((147.204220689963 -42.5290087840504, 147.201829815034 -42.529008783969, 147.199438940014 -42.5290087840556, 147.197048059914 -42.5290087840457, 147.204220689963 -42.5290087840504))",POINT(147.200635434897 -42.5290140304509)
Edith Creek,"LINESTRING(145.077961470021 -40.9734157154204, 145.077961470014 -40.9738038455865, 145.077961470006 -40.9741919757526)",POINT(145.077961470014 -40.9738038455865)
St Leonards (Tas.),POINT(147.200422439984 -41.456973555993),POINT(147.200422439984 -41.456973555993)
Jackeys Marsh,"POLYGON((146.667125625576 -41.71734856752, 146.667125625412 -41.7172576892296, 146.667125625247 -41.71716681489, 146.667125623484 -41.7168033123331, 146.667125622215 -41.7167124361439, 146.667064866636 -41.7167124361154, 146.666821870549 -41.7167124371437, 146.666700374639 -41.716803310564, 146.66670037487 -41.7169850612139, 146.66694338133 -41.7172576899952, 146.6670648705 -41.7173485679027, 146.667125625576 -41.71734856752))",POINT(146.666946931667 -41.7169789224795)
Merseylea,"POLYGON((146.466358878353 -41.3610954780378, 146.466358879491 -41.3608731654461, 146.466358880222 -41.3606508555742, 146.465873369051 -41.3606508547781, 146.465549690913 -41.3606508546334, 146.465387853499 -41.3606508549937, 146.465226021087 -41.3608731654466, 146.465226020659 -41.3610954781328, 146.465226020218 -41.3615401048886, 146.465226020211 -41.3617624199748, 146.465226020627 -41.3619847351021, 146.465387854568 -41.3622070438165, 146.465549691921 -41.3622070438051, 146.46571153131 -41.3619847357538, 146.466197045602 -41.3613177955113, 146.466358878353 -41.3610954780378))",POINT(146.465702414909 -41.3612854365728)
Barretta,"POLYGON((147.267994024873 -43.0431736957654, 147.267994024857 -43.0426390265799, 147.266848075279 -43.0426390265914, 147.265702125262 -43.0431736959061, 147.267994024873 -43.0431736957654))",POINT(147.26710273051 -43.0429360675777)
Heybridge,"POLYGON((145.994060064903 -41.0876989841228, 145.994060065041 -41.0784747940297, 145.988507309945 -41.0766299588839, 145.985730934938 -41.0876989841148, 145.994060064903 -41.0876989841228))",POINT(145.990424390005 -41.0829111276882)
Wattle Hill (Tas.),"POLYGON((147.626342714968 -42.7599675037095, 147.617007630026 -42.7599675037001, 147.617007630022 -42.7643691286664, 147.626342714968 -42.7599675037095))",POINT(147.620119398734 -42.7614347962698)
Scottsdale,"LINESTRING(147.513102920002 -41.1680793437525, 147.513102920002 -41.163243243735, 147.513102920002 -41.1584071437175)",POINT(147.513102920002 -41.163243243735)
Strathblane,"LINESTRING(146.987621250029 -43.3429019035866, 147.005242684687 -43.3422669562781, 147.022863749976 -43.3416293038075)",POINT(147.005242684687 -43.3422669562781)
Lower Barrington,"POLYGON((146.317702954975 -41.2763669205406, 146.317702954972 -41.2744201706384, 146.310879264996 -41.2744201706094, 146.310879264987 -41.2763669205797, 146.317702954975 -41.2763669205406))",POINT(146.314291109996 -41.2753935909994)
Paradise (Tas.),POINT(146.31882842503 -41.438371965434),POINT(146.31882842503 -41.438371965434)
Central Plateau,"LINESTRING(146.480535625006 -41.8543235141545, 146.429493550506 -41.9546019898225, 146.378290624989 -42.0548577871132)",POINT(146.429493550506 -41.9546019898225)
Cooee,"POLYGON((145.876529999956 -41.0444128168068, 145.876530000003 -41.0428489865689, 145.874429999937 -41.0428489865511, 145.872330000031 -41.0428489865272, 145.87233000006 -41.0459766414994, 145.876529999956 -41.0444128168068))",POINT(145.874196677014 -41.0440653057158)
Castle Forbes Bay,"POLYGON((146.972698839994 -43.1435797375383, 146.968605760019 -43.1294358875973, 146.964512685003 -43.129435887597, 146.96451268501 -43.135497537544, 146.972698839994 -43.1435797375383))",POINT(146.967975828146 -43.1350830029114)
Alcomie,"POLYGON((145.190069954752 -40.9217513651113, 145.188273784995 -40.9190422602082, 145.184681429913 -40.9170104349133, 145.183783344966 -40.9170104349462, 145.183783345036 -40.9183649850609, 145.185579514763 -40.9217513648846, 145.190069954752 -40.9217513651113))",POINT(145.186504295669 -40.919731632819)
Lietinna,"POLYGON((147.466029814795 -41.155522060047, 147.466029814649 -41.1548406857986, 147.465261440438 -41.1548406856913, 147.464493060097 -41.1548406857812, 147.460651184301 -41.1589289403564, 147.460651184566 -41.1596103154342, 147.461419559974 -41.1596103155208, 147.466029814795 -41.155522060047))",POINT(147.463364592653 -41.1570338663706)
Grindelwald,"POLYGON((147.004177850076 -41.3563716003613, 147.004177850038 -41.353752665273, 147.004177849999 -41.3511337255464, 147.000566550089 -41.3511337255412, 147.000566550037 -41.3537526652887, 147.004177850076 -41.3563716003613))",POINT(147.002572815193 -41.353170675627)
Parklands (Tas.),"POLYGON((145.900676874922 -41.0471152044321, 145.898278624965 -41.0471152044657, 145.895880375021 -41.0471152045645, 145.89348212496 -41.0471152045898, 145.891083875007 -41.0482146044451, 145.891083875012 -41.0493140049017, 145.893482125085 -41.0515128047098, 145.895880374912 -41.0504134050042, 145.900676874922 -41.0471152044321))",POINT(145.894992185118 -41.0487846737416)
George Town,"POLYGON((146.82280874999 -41.1119747256446, 146.822808750007 -41.1042977256174, 146.822808750006 -41.0966207256324, 146.82280874999 -41.1119747256446))",POINT(146.919150412499 -41.1042574500009)
Bridgenorth,"POLYGON((146.975821589986 -41.3814582562067, 146.958910869992 -41.3814582561918, 146.942000139991 -41.3911824561675, 146.933544780031 -41.4009066560984, 146.942000139994 -41.4009066561015, 146.975821589986 -41.3814582562067))",POINT(146.952873936856 -41.3902566570523)
Riana,"POLYGON((145.990479439822 -41.1910864902135, 145.990479439935 -41.1879294899563, 145.987237190147 -41.1689874901484, 145.985616064909 -41.1689874900168, 145.98399493493 -41.1689874900142, 145.982373810005 -41.1689874901129, 145.980752685058 -41.1689874900044, 145.9791315599 -41.1689874901262, 145.979131559923 -41.1721444901727, 145.990479439822 -41.1910864902135))",POINT(145.985357699915 -41.1768082857936)
Launceston,POINT(147.137481625015 -41.4424442678176),POINT(147.137481625015 -41.4424442678176)
Turners Beach,"POLYGON((146.238328149966 -41.1623354432006, 146.233716850045 -41.162335443202, 146.229105550023 -41.1623354432001, 146.224494249962 -41.1657470681057, 146.229105550069 -41.1691586931714, 146.238328149966 -41.1623354432006))",POINT(146.230642819842 -41.1649889739738)
Battery Point,"POLYGON((147.333992564906 -42.8873780014608, 147.33399256493 -42.8862100015295, 147.33226878986 -42.8862100015391, 147.330545015014 -42.8873780013591, 147.333992564906 -42.8873780014608))",POINT(147.332651853366 -42.8868588978258)
Latrobe,"LINESTRING(146.424036189998 -41.2354246978983, 146.418948500007 -41.2354248098619, 146.413860810017 -41.2354246978873)",POINT(146.418948500007 -41.2354248098619)
Nugent,"POLYGON((147.743284070005 -42.7303954643851, 147.743284069992 -42.7263607793559, 147.743284069966 -42.7223260895233, 147.739413854978 -42.7223260894352, 147.739413854948 -42.7263607793559, 147.739413854956 -42.7303954644642, 147.743284070005 -42.7303954643851))",POINT(147.741348962348 -42.7263607057492)
Carlton River,POINT(147.682841875001 -42.8600588406287),POINT(147.682841875001 -42.8600588406287)
West Moonah,"POLYGON((147.282574970052 -42.847938060282, 147.282574970106 -42.8458471853311, 147.280177530047 -42.8458471853131, 147.280177530057 -42.8479380603275, 147.282574970052 -42.847938060282))",POINT(147.281376250371 -42.8468926229069)
Wyena,"LINESTRING(147.260276250295 -41.1812812413705, 147.260822500191 -41.1812812426775, 147.261368750087 -41.1812812414036)",POINT(147.260822500191 -41.1812812426775)
Adventure Bay,"POLYGON((147.344883565042 -43.3698511396223, 147.331150690023 -43.3625523145971, 147.326573064941 -43.3625523146062, 147.344883565042 -43.3698511396223))",POINT(147.334202011399 -43.3649855202706)
Margate (Tas.),"LINESTRING(147.269425864988 -43.0276564817781, 147.263656952495 -43.0276566266494, 147.257888040003 -43.0276564817828)",POINT(147.263656952495 -43.0276566266494)
Sandford (Tas.),POINT(147.492236249956 -42.9394056347316),POINT(147.492236249956 -42.9394056347316)
Devon Hills,"LINESTRING(147.17471437488 -41.5488260231646, 147.173146249932 -41.548826033829, 147.171578124983 -41.5488260231899)",POINT(147.173146249932 -41.548826033829)
Lalla,"POLYGON((147.186769374069 -41.2573601224027, 147.186769374309 -41.2572256244226, 147.186368126182 -41.2572256252483, 147.185966874375 -41.2572928751521, 147.185565624623 -41.257360124531, 147.184763125428 -41.2574946255596, 147.183960624095 -41.2576291212425, 147.183960624194 -41.2576963764214, 147.184361875585 -41.2576963774535, 147.186769374069 -41.2573601224027))",POINT(147.185477845514 -41.2574589076332)
Dunalley,"LINESTRING(147.812078474995 -42.8858354845122, 147.809848679272 -42.8828416936514, 147.807619099946 -42.8798478595244)",POINT(147.809848679272 -42.8828416936514)
Clarence Point,"LINESTRING(146.785174785015 -41.1390408425929, 146.785174785016 -41.1377677775285, 146.785174785017 -41.136494712464)",POINT(146.785174785016 -41.1377677775285)
Beauty Point,"POLYGON((146.8235613649 -41.1532078516464, 146.82069449009 -41.1495322266304, 146.814960740059 -41.1458566017993, 146.820694490089 -41.1532078517821, 146.8235613649 -41.1532078516464))",POINT(146.819738692404 -41.1503490027018)
Arthurs Lake,"POLYGON((146.854858082566 -42.0013847602721, 146.85485813595 -42.0013761336941, 146.85485815109 -42.0013588648155, 146.854843123591 -42.0013243015909, 146.854831805684 -42.0013243091785, 146.854831881044 -42.0013416075436, 146.854843112548 -42.0013674996975, 146.854846875029 -42.0013761458479, 146.85485064642 -42.0013847507775, 146.854854396323 -42.001384764229, 146.854858082566 -42.0013847602721))",POINT(146.854845752593 -42.0013528265713)
Beaumaris (Tas.),"POLYGON((148.273525249913 -41.4284478582129, 148.281608750026 -41.4021993583471, 148.262747249939 -41.4328226083316, 148.265441749918 -41.4328226083687, 148.273525249913 -41.4284478582129))",POINT(148.272383536464 -41.4216208575425)
Bakers Beach,POINT(146.600290815038 -41.1626568886985),POINT(146.600290815038 -41.1626568886985)
Red Hills,"LINESTRING(146.614023749994 -41.5327692761563, 146.614023749997 -41.5341078310944, 146.61402375 -41.5354463860325)",POINT(146.614023749997 -41.5341078310944)
West Ridgley,"POLYGON((145.807564945217 -41.1310083856101, 145.807564945283 -41.1305987805771, 145.807154834713 -41.1305987806615, 145.806744719434 -41.1310083846245, 145.806334606171 -41.1314179885064, 145.805924493882 -41.1318275909171, 145.805514385826 -41.1322371938766, 145.805104269861 -41.1326468005804, 145.804694154834 -41.1330564044754, 145.804694154853 -41.1334660102487, 145.805104270146 -41.1334660104215, 145.807564945217 -41.1310083856101))",POINT(145.806129572149 -41.1320323942963)
Meadowbank (Tas.),"POLYGON((146.847824375611 -42.6128659395538, 146.847824375237 -42.6126298153074, 146.847281877449 -42.6121575647049, 146.847010625409 -42.6119214348491, 146.846739374239 -42.6116853087513, 146.846468124846 -42.6114491854034, 146.846196875574 -42.6112130599495, 146.84592562453 -42.6112130601576, 146.845925624741 -42.6114491847445, 146.847553124374 -42.6128659393493, 146.847824375611 -42.6128659395538))",POINT(146.846874991071 -42.6120394986913)
Doctors Rocks,"LINESTRING(145.778322124914 -41.0105925258023, 145.779199499904 -41.0105925291282, 145.780076874894 -41.0105925258013)",POINT(145.779199499904 -41.0105925291281)
Kingston Beach,"POLYGON((147.323220969983 -42.9848837501386, 147.323220970079 -42.9828762502329, 147.323220970102 -42.9808687504395, 147.320917154886 -42.9788612503446, 147.314005714935 -42.9768537503602, 147.311701905048 -42.9768537503327, 147.311701905141 -42.9788612503505, 147.320917155106 -42.9848837501941, 147.323220969983 -42.9848837501386))",POINT(147.318124465835 -42.9805646189912)
Pyengana,POINT(147.92868812501 -41.2757384998718),POINT(147.92868812501 -41.2757384998717)
Claude Road,"LINESTRING(146.22645209493 -41.4536353195496, 146.22645209494 -41.4518172195718, 146.22645209495 -41.449999119594)",POINT(146.22645209494 -41.4518172195718)
Tunbridge,POINT(147.419477499955 -42.1417858837926),POINT(147.419477499955 -42.1417858837926)
Edgcumbe Beach,"POLYGON((145.407211343493 -40.8576688142519, 145.407211344504 -40.857574190066, 145.407211344656 -40.8572903146049, 145.407049835463 -40.8572903145466, 145.40688832173 -40.8574795648265, 145.406888320597 -40.8575741942332, 145.406888320786 -40.8577634386313, 145.407049835821 -40.8577634377201, 145.407211343493 -40.8576688142519))",POINT(145.40705616749 -40.8575352266397)
Low Head,"POLYGON((146.808060900035 -41.0822327722026, 146.808060900061 -41.0756837724052, 146.808060900032 -41.0789582722072, 146.808060900035 -41.0822327722026))",POINT(146.885814691613 -41.0789322937478)
Cornwall (Tas.),"POLYGON((148.147417190025 -41.5610851250375, 148.147417190203 -41.5604203750186, 148.146703565561 -41.560420375048, 148.14598993981 -41.5604203752825, 148.145276314311 -41.5604203751997, 148.144562685726 -41.5604203750109, 148.14384905974 -41.5604203750442, 148.143135434444 -41.5617498754711, 148.143135434744 -41.5624146245908, 148.147417190025 -41.5610851250375))",POINT(148.145060074389 -41.5611657114211)
Riverside (Tas.),"POLYGON((147.111367279991 -41.4232278662538, 147.111367279993 -41.4148795061577, 147.094021839995 -41.4065311412706, 147.094021839997 -41.4148795061573, 147.111367279991 -41.4232278662538))",POINT(147.102694187575 -41.4148798302217)
Leith,POINT(146.253901684955 -41.1645709984832),POINT(146.253901684955 -41.1645709984832)
Bradys Lake,"POLYGON((146.50525606505 -42.2530004931582, 146.505256064975 -42.2501614931407, 146.503398189951 -42.2473224930854, 146.501540315095 -42.2444834931489, 146.499682440056 -42.2416444929624, 146.497824560079 -42.2388054930527, 146.495966684951 -42.2359664931684, 146.494108809958 -42.2331274930382, 146.492250935064 -42.2331274930431, 146.492250935023 -42.2359664931637, 146.495966684897 -42.2444834931177, 146.499682440097 -42.2501614931554, 146.503398189807 -42.2530004933061, 146.50525606505 -42.2530004931582))",POINT(146.498534393541 -42.243675951964)
Bishopsbourne,"POLYGON((147.000513630008 -41.6371247771229, 147.00706495498 -41.6216543072516, 147.007064954967 -41.6061838321466, 147.000513630039 -41.6113406571057, 146.993962304988 -41.6164974820652, 146.987410975002 -41.621654307254, 146.980859644996 -41.6268111320636, 146.974308315022 -41.6319679520802, 146.961205664998 -41.6422816020947, 147.000513630008 -41.6371247771229))",POINT(146.990803018474 -41.6279875526797)
